"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 19 23:56:23 GMT 2022","Sat Nov 19 23:56:23 GMT 2022","143","","Contratos Pessoa","","","","Contrato - Validar contrato lista byname",""
"passed","Sat Nov 19 23:56:00 GMT 2022","Sat Nov 19 23:56:00 GMT 2022","65","","Contato","","","","POST - Teste adicionar contato com idPessoa inválido retorna codigo 400",""
"failed","Sat Nov 19 23:56:20 GMT 2022","Sat Nov 19 23:56:20 GMT 2022","304","","Contratos Endereco","","","","Contrato - Validar contrato lista endereco",""
"passed","Sat Nov 19 23:56:06 GMT 2022","Sat Nov 19 23:56:06 GMT 2022","334","","Endereco","","","","GET - Teste listar enderecos por pagina",""
"passed","Sat Nov 19 23:56:13 GMT 2022","Sat Nov 19 23:56:14 GMT 2022","263","","Pessoa","","","","GET - Teste Buscar Relatorio Passando idPessoa Inexistente Retorna Vazio ",""
"passed","Sat Nov 19 23:56:00 GMT 2022","Sat Nov 19 23:56:00 GMT 2022","187","","Contato","","","","POST - Teste adicionar contato com idPessoa inexistente",""
"passed","Sat Nov 19 23:56:11 GMT 2022","Sat Nov 19 23:56:11 GMT 2022","310","","Pessoa","","","","GET - Teste lista com enderecos",""
"passed","Sat Nov 19 23:56:10 GMT 2022","Sat Nov 19 23:56:10 GMT 2022","241","","Pessoa","","","","GET - Teste listar pessoa pelo nome ",""
"passed","Sat Nov 19 23:56:14 GMT 2022","Sat Nov 19 23:56:14 GMT 2022","63","","Pessoa","","","","GET - Teste Consultar Pessoa Pelo Nome Passando Nome Invalido Retorna Vazio ",""
"passed","Sat Nov 19 23:56:10 GMT 2022","Sat Nov 19 23:56:10 GMT 2022","271","","Pessoa","","","","GET - Teste listar relatorio ",""
"passed","Sat Nov 19 23:56:02 GMT 2022","Sat Nov 19 23:56:02 GMT 2022","105","","Contato","","","","GET - Teste listar contatos",""
"passed","Sat Nov 19 23:56:13 GMT 2022","Sat Nov 19 23:56:13 GMT 2022","66","","Pessoa","","","","GET - Teste buscar pessoa com nome não cadastrado retorna vazio ",""
"passed","Sat Nov 19 23:56:05 GMT 2022","Sat Nov 19 23:56:05 GMT 2022","364","","Endereco","","","","GET - Teste listar endereco por país",""
"passed","Sat Nov 19 23:56:13 GMT 2022","Sat Nov 19 23:56:13 GMT 2022","182","","Pessoa","","","","DELETE - Teste deletar pessoa passando id inexistente retorna codigo 404",""
"passed","Sat Nov 19 23:56:17 GMT 2022","Sat Nov 19 23:56:17 GMT 2022","105","","Contratos Contato","","","","Contrato - Validar contrato lista contato",""
"passed","Sat Nov 19 23:56:07 GMT 2022","Sat Nov 19 23:56:07 GMT 2022","244","","Endereco","","","","GET - Teste listar endereco por idPessoa inexistente retorna vazio",""
"passed","Sat Nov 19 23:56:14 GMT 2022","Sat Nov 19 23:56:14 GMT 2022","190","","Pessoa","","","","GET - Teste Buscar Lista Com Contatos Passando Id Pessoa Inexistente Retorna Codigo 404",""
