"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 19 13:51:16 GMT 2022","Sat Nov 19 13:51:16 GMT 2022","68","","Pessoa","","","","GET - Teste listar todas as pessoas ",""
"passed","Sat Nov 19 13:51:31 GMT 2022","Sat Nov 19 13:51:31 GMT 2022","95","","Contratos Pessoa","","","","Contrato - Validar contrato lista byname",""
"passed","Sat Nov 19 13:51:16 GMT 2022","Sat Nov 19 13:51:16 GMT 2022","127","","Pessoa","","","","DELETE - Teste deletar pessoa",""
"failed","Sat Nov 19 13:50:58 GMT 2022","Sat Nov 19 13:51:03 GMT 2022","4196","","Pessoa","","","","GET - Teste listar relatorio ",""
"passed","Sat Nov 19 13:51:22 GMT 2022","Sat Nov 19 13:51:22 GMT 2022","81","","Pessoa","","","","GET - Teste Consultar Pessoa Pelo Nome Passando Nome Invalido Retorna Vazio ",""
"failed","Sat Nov 19 13:51:28 GMT 2022","Sat Nov 19 13:51:28 GMT 2022","285","","Contratos Pessoa","","","","Contrato - Validar contrato lista endereco",""
"passed","Sat Nov 19 13:51:17 GMT 2022","Sat Nov 19 13:51:17 GMT 2022","183","","Pessoa","","","","GET - Teste Buscar Lista De Enderecos Passando idPessoa Inexistente Retorna Codigo 404",""
"passed","Sat Nov 19 13:51:17 GMT 2022","Sat Nov 19 13:51:17 GMT 2022","173","","Pessoa","","","","GET - Teste Buscar Relatorio Passando idPessoa Inexistente Retorna Vazio ",""
"passed","Sat Nov 19 13:51:11 GMT 2022","Sat Nov 19 13:51:12 GMT 2022","563","","Pessoa","","","","GET - Teste retornar lista com enderecos sem passar idPessoa",""
"failed","Sat Nov 19 13:51:31 GMT 2022","Sat Nov 19 13:51:32 GMT 2022","230","","Contratos Pessoa","","","","Contrato - Validar contrato lista enderecos",""
"passed","Sat Nov 19 13:50:58 GMT 2022","Sat Nov 19 13:50:58 GMT 2022","158","","Pessoa","","","","POST - Teste adicionar pessoa",""
"failed","Sat Nov 19 13:51:28 GMT 2022","Sat Nov 19 13:51:28 GMT 2022","290","","Contratos Pessoa","","","","Contrato - Validar contrato lista enderecos por pais",""
"passed","Sat Nov 19 13:50:55 GMT 2022","Sat Nov 19 13:50:55 GMT 2022","314","","Endereco","","","","GET - Teste listar enderecos por pagina",""
"passed","Sat Nov 19 13:51:16 GMT 2022","Sat Nov 19 13:51:16 GMT 2022","176","","Pessoa","","","","PUT - atualizar pessoa",""
"failed","Sat Nov 19 13:51:12 GMT 2022","Sat Nov 19 13:51:16 GMT 2022","4175","","Pessoa","","","","GET - Teste lista com contatos",""
"passed","Sat Nov 19 13:51:17 GMT 2022","Sat Nov 19 13:51:17 GMT 2022","185","","Pessoa","","","","GET - Teste Buscar Lista Completa Passando idPessoa Inexistente Retorna Vazio ",""
"passed","Sat Nov 19 13:51:28 GMT 2022","Sat Nov 19 13:51:28 GMT 2022","73","","Contratos Pessoa","","","","Contrato - Validar contrato lista enderecos por idPessoa",""
"passed","Sat Nov 19 13:51:16 GMT 2022","Sat Nov 19 13:51:16 GMT 2022","58","","Pessoa","","","","POST - Adicionar pessoa sem preencher nome retorna codigo 400",""
"passed","Sat Nov 19 13:50:52 GMT 2022","Sat Nov 19 13:50:52 GMT 2022","302","","Contato","","","","PUT - Teste atualizar contato",""
"passed","Sat Nov 19 13:50:56 GMT 2022","Sat Nov 19 13:50:56 GMT 2022","238","","Endereco","","","","POST - Teste adicionar endereco com sucesso",""
"passed","Sat Nov 19 13:50:56 GMT 2022","Sat Nov 19 13:50:56 GMT 2022","233","","Endereco","","","","DELETE - Teste deletar endereco por idEndereco",""
"failed","Sat Nov 19 13:51:03 GMT 2022","Sat Nov 19 13:51:07 GMT 2022","4202","","Pessoa","","","","GET - Teste lista completa",""
"passed","Sat Nov 19 13:50:55 GMT 2022","Sat Nov 19 13:50:56 GMT 2022","291","","Endereco","","","","GET - Teste listar endereco por idPessoa",""
