"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 19 23:43:35 GMT 2022","Sat Nov 19 23:43:36 GMT 2022","66","","Pessoa","","","","GET - Teste listar todas as pessoas ",""
"passed","Sat Nov 19 23:43:22 GMT 2022","Sat Nov 19 23:43:22 GMT 2022","200","","Contato","","","","POST - Teste adicionar contato",""
"passed","Sat Nov 19 23:43:23 GMT 2022","Sat Nov 19 23:43:23 GMT 2022","261","","Contato","","","","DELETE - Teste deletar contato",""
"passed","Sat Nov 19 23:43:30 GMT 2022","Sat Nov 19 23:43:30 GMT 2022","192","","Endereco","","","","POST - Teste adicionar endereco com sucesso",""
"passed","Sat Nov 19 23:43:33 GMT 2022","Sat Nov 19 23:43:33 GMT 2022","308","","Pessoa","","","","GET - Teste lista com enderecos",""
"passed","Sat Nov 19 23:43:37 GMT 2022","Sat Nov 19 23:43:37 GMT 2022","62","","Pessoa","","","","GET - Teste Consultar Pessoa Pelo Nome Passando Nome Invalido Retorna Vazio ",""
"passed","Sat Nov 19 23:43:36 GMT 2022","Sat Nov 19 23:43:36 GMT 2022","180","","Pessoa","","","","DELETE - Teste deletar pessoa passando id inexistente retorna codigo 404",""
"passed","Sat Nov 19 23:43:33 GMT 2022","Sat Nov 19 23:43:34 GMT 2022","712","","Pessoa","","","","GET - Teste retornar lista com enderecos sem passar idPessoa",""
"passed","Sat Nov 19 23:43:35 GMT 2022","Sat Nov 19 23:43:35 GMT 2022","243","","Pessoa","","","","PUT - atualizar pessoa",""
"passed","Sat Nov 19 23:43:36 GMT 2022","Sat Nov 19 23:43:36 GMT 2022","65","","Pessoa","","","","GET - Teste buscar pessoa com nome não cadastrado retorna vazio ",""
"passed","Sat Nov 19 23:43:27 GMT 2022","Sat Nov 19 23:43:27 GMT 2022","316","","Endereco","","","","GET - Teste listar endereco por idEndereco",""
"passed","Sat Nov 19 23:43:29 GMT 2022","Sat Nov 19 23:43:29 GMT 2022","297","","Endereco","","","","GET - Teste listar endereco por idPessoa",""
"passed","Sat Nov 19 23:43:23 GMT 2022","Sat Nov 19 23:43:23 GMT 2022","301","","Contato","","","","DELETE - Teste deletar contato com idContato inexistente retorna codigo 404",""
"passed","Sat Nov 19 23:43:42 GMT 2022","Sat Nov 19 23:43:42 GMT 2022","72","","Contratos Endereco","","","","Contrato - Validar contrato lista enderecos por idPessoa",""
"passed","Sat Nov 19 23:43:27 GMT 2022","Sat Nov 19 23:43:27 GMT 2022","325","","Endereco","","","","GET - Teste listar endereco com idEndereco inexistente retorna mensagem '{idEndereco} não encontrado'",""
"passed","Sat Nov 19 23:43:24 GMT 2022","Sat Nov 19 23:43:25 GMT 2022","302","","Contato","","","","GET - Teste listar contato com idPessoa inexistente retorna mensagem 'ID da pessoa nao encontrada'",""
