"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 19 16:18:41 GMT 2022","Sat Nov 19 16:18:41 GMT 2022","177","","Pessoa","","","","PUT - Atualizar Pessoa Passando Id Inexistente Retorna Codigo 404",""
"passed","Sat Nov 19 16:18:19 GMT 2022","Sat Nov 19 16:18:19 GMT 2022","345","","Endereco","","","","GET - Teste listar endereco por idEndereco",""
"passed","Sat Nov 19 16:18:56 GMT 2022","Sat Nov 19 16:18:56 GMT 2022","119","","Contratos Pessoa","","","","Contrato - Validar contrato lista pessoas por pagina",""
"passed","Sat Nov 19 16:18:19 GMT 2022","Sat Nov 19 16:18:19 GMT 2022","359","","Endereco","","","","GET - Teste listar endereco por país",""
"passed","Sat Nov 19 16:18:40 GMT 2022","Sat Nov 19 16:18:40 GMT 2022","68","","Pessoa","","","","GET - Teste retorna lista com contatos sem passar idPessoa",""
"passed","Sat Nov 19 16:18:19 GMT 2022","Sat Nov 19 16:18:20 GMT 2022","320","","Endereco","","","","GET - Teste listar enderecos por pagina",""
"failed","Sat Nov 19 16:18:56 GMT 2022","Sat Nov 19 16:18:56 GMT 2022","257","","Contratos Pessoa","","","","Contrato - Validar contrato lista contatos",""
"passed","Sat Nov 19 16:18:55 GMT 2022","Sat Nov 19 16:18:56 GMT 2022","98","","Contratos Pessoa","","","","Contrato - Validar contrato lista byname",""
"failed","Sat Nov 19 16:18:52 GMT 2022","Sat Nov 19 16:18:52 GMT 2022","280","","Contratos Pessoa","","","","Contrato - Validar contrato lista endereco",""
"passed","Sat Nov 19 16:18:42 GMT 2022","Sat Nov 19 16:18:42 GMT 2022","176","","Pessoa","","","","GET - Teste Buscar Lista De Enderecos Passando idPessoa Inexistente Retorna Codigo 404",""
"failed","Sat Nov 19 16:18:27 GMT 2022","Sat Nov 19 16:18:31 GMT 2022","4196","","Pessoa","","","","GET - Teste lista completa",""
"passed","Sat Nov 19 16:18:56 GMT 2022","Sat Nov 19 16:18:56 GMT 2022","72","","Contratos Pessoa","","","","Contrato - Validar contrato lista relatorio",""
"passed","Sat Nov 19 16:18:22 GMT 2022","Sat Nov 19 16:18:23 GMT 2022","186","","Pessoa","","","","GET - Teste listar pessoa pelo nome ",""
"passed","Sat Nov 19 16:18:40 GMT 2022","Sat Nov 19 16:18:41 GMT 2022","63","","Pessoa","","","","POST - Adicionar pessoa sem preencher nome retorna codigo 400",""
"passed","Sat Nov 19 16:18:41 GMT 2022","Sat Nov 19 16:18:41 GMT 2022","397","","Pessoa","","","","GET - Teste buscar pessoa com nome não cadastrado retorna vazio ",""
"passed","Sat Nov 19 16:18:16 GMT 2022","Sat Nov 19 16:18:16 GMT 2022","199","","Contato","","","","POST - Teste adicionar contato",""
"passed","Sat Nov 19 16:18:49 GMT 2022","Sat Nov 19 16:18:50 GMT 2022","106","","Contratos Pessoa","","","","Contrato - Validar contrato lista contato",""
"passed","Sat Nov 19 16:18:20 GMT 2022","Sat Nov 19 16:18:20 GMT 2022","293","","Endereco","","","","GET - Teste listar endereco por idPessoa",""
"passed","Sat Nov 19 16:18:16 GMT 2022","Sat Nov 19 16:18:16 GMT 2022","295","","Contato","","","","PUT - Teste atualizar contato",""
"passed","Sat Nov 19 16:18:16 GMT 2022","Sat Nov 19 16:18:16 GMT 2022","66","","Contato","","","","GET - Teste listar contatos",""
"passed","Sat Nov 19 16:18:16 GMT 2022","Sat Nov 19 16:18:17 GMT 2022","296","","Contato","","","","GET - Teste listar contato por idPessoa",""
"passed","Sat Nov 19 16:18:41 GMT 2022","Sat Nov 19 16:18:41 GMT 2022","175","","Pessoa","","","","DELETE - Teste deletar pessoa passando id inexistente retorna codigo 404",""
"passed","Sat Nov 19 16:18:20 GMT 2022","Sat Nov 19 16:18:21 GMT 2022","236","","Endereco","","","","POST - Teste adicionar endereco com sucesso",""
"failed","Sat Nov 19 16:18:23 GMT 2022","Sat Nov 19 16:18:27 GMT 2022","4219","","Pessoa","","","","GET - Teste listar relatorio ",""
"failed","Sat Nov 19 16:18:36 GMT 2022","Sat Nov 19 16:18:40 GMT 2022","4197","","Pessoa","","","","GET - Teste lista com contatos",""
"passed","Sat Nov 19 16:18:52 GMT 2022","Sat Nov 19 16:18:53 GMT 2022","81","","Contratos Pessoa","","","","Contrato - Validar contrato lista enderecos por idPessoa",""
"passed","Sat Nov 19 16:18:40 GMT 2022","Sat Nov 19 16:18:40 GMT 2022","205","","Pessoa","","","","PUT - atualizar pessoa",""
"passed","Sat Nov 19 16:18:22 GMT 2022","Sat Nov 19 16:18:22 GMT 2022","136","","Pessoa","","","","POST - Teste adicionar pessoa",""
"passed","Sat Nov 19 16:18:40 GMT 2022","Sat Nov 19 16:18:40 GMT 2022","138","","Pessoa","","","","DELETE - Teste deletar pessoa",""
