"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Nov 19 13:22:02 GMT 2022","Sat Nov 19 13:22:02 GMT 2022","268","","Contratos Pessoa","","","","Contrato - Validar contrato lista contatos",""
"failed","Sat Nov 19 13:22:02 GMT 2022","Sat Nov 19 13:22:03 GMT 2022","271","","Contratos Pessoa","","","","Contrato - Validar contrato lista enderecos",""
"failed","Sat Nov 19 13:21:58 GMT 2022","Sat Nov 19 13:21:59 GMT 2022","385","","Contratos Pessoa","","","","Contrato - Validar contrato lista enderecos por pais",""
"failed","Sat Nov 19 13:21:48 GMT 2022","Sat Nov 19 13:21:52 GMT 2022","4345","","Pessoa","","","","GET - Teste Buscar Lista Com Contatos Passando Id Pessoa Inexistente Retorna Codigo 404",""
"passed","Sat Nov 19 13:21:22 GMT 2022","Sat Nov 19 13:21:22 GMT 2022","200","","Contato","","","","POST - Teste adicionar contato",""
"passed","Sat Nov 19 13:21:58 GMT 2022","Sat Nov 19 13:21:58 GMT 2022","80","","Contratos Pessoa","","","","Contrato - Validar contrato lista enderecos por idPessoa",""
"passed","Sat Nov 19 13:21:26 GMT 2022","Sat Nov 19 13:21:27 GMT 2022","235","","Endereco","","","","POST - Teste adicionar endereco com sucesso",""
"passed","Sat Nov 19 13:21:46 GMT 2022","Sat Nov 19 13:21:46 GMT 2022","60","","Pessoa","","","","POST - Adicionar pessoa sem preencher nome retorna codigo 400",""
"passed","Sat Nov 19 13:21:46 GMT 2022","Sat Nov 19 13:21:47 GMT 2022","63","","Pessoa","","","","GET - Teste buscar pessoa com nome não cadastrado retorna vazio ",""
"failed","Sat Nov 19 13:21:42 GMT 2022","Sat Nov 19 13:21:46 GMT 2022","4187","","Pessoa","","","","GET - Teste lista com contatos",""
"passed","Sat Nov 19 13:21:41 GMT 2022","Sat Nov 19 13:21:42 GMT 2022","452","","Pessoa","","","","GET - Teste retornar lista com enderecos sem passar idPessoa",""
"passed","Sat Nov 19 13:21:52 GMT 2022","Sat Nov 19 13:21:52 GMT 2022","62","","Pessoa","","","","GET - Teste Consultar Pessoa Pelo Nome Passando Nome Invalido Retorna Vazio ",""
"passed","Sat Nov 19 13:21:58 GMT 2022","Sat Nov 19 13:21:58 GMT 2022","112","","Contratos Pessoa","","","","Contrato - Validar contrato lista todos os enderecos",""
"passed","Sat Nov 19 13:21:28 GMT 2022","Sat Nov 19 13:21:29 GMT 2022","195","","Pessoa","","","","GET - Teste listar pessoa pelo nome ",""
"passed","Sat Nov 19 13:21:46 GMT 2022","Sat Nov 19 13:21:46 GMT 2022","122","","Pessoa","","","","DELETE - Teste deletar pessoa",""
"failed","Sat Nov 19 13:21:37 GMT 2022","Sat Nov 19 13:21:41 GMT 2022","4229","","Pessoa","","","","GET - Teste lista com enderecos",""
"passed","Sat Nov 19 13:21:47 GMT 2022","Sat Nov 19 13:21:47 GMT 2022","182","","Pessoa","","","","DELETE - Teste deletar pessoa passando id inexistente retorna codigo 404",""
"passed","Sat Nov 19 13:21:47 GMT 2022","Sat Nov 19 13:21:47 GMT 2022","206","","Pessoa","","","","GET - Teste Buscar Lista Completa Passando idPessoa Inexistente Retorna Vazio ",""
