"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 19 13:21:25 GMT 2022","Sat Nov 19 13:21:26 GMT 2022","313","","Endereco","","","","GET - Teste listar enderecos por pagina",""
"passed","Sat Nov 19 13:22:02 GMT 2022","Sat Nov 19 13:22:02 GMT 2022","73","","Contratos Pessoa","","","","Contrato - Validar contrato lista relatorio",""
"passed","Sat Nov 19 13:21:47 GMT 2022","Sat Nov 19 13:21:48 GMT 2022","179","","Pessoa","","","","GET - Teste Buscar Lista De Enderecos Passando idPessoa Inexistente Retorna Codigo 404",""
"passed","Sat Nov 19 13:21:26 GMT 2022","Sat Nov 19 13:21:26 GMT 2022","235","","Endereco","","","","DELETE - Teste deletar endereco por idEndereco",""
"failed","Sat Nov 19 13:21:33 GMT 2022","Sat Nov 19 13:21:37 GMT 2022","4236","","Pessoa","","","","GET - Teste lista completa",""
"passed","Sat Nov 19 13:21:46 GMT 2022","Sat Nov 19 13:21:46 GMT 2022","179","","Pessoa","","","","PUT - atualizar pessoa",""
"passed","Sat Nov 19 13:21:47 GMT 2022","Sat Nov 19 13:21:47 GMT 2022","202","","Pessoa","","","","GET - Teste Buscar Relatorio Passando idPessoa Inexistente Retorna Vazio ",""
"passed","Sat Nov 19 13:21:46 GMT 2022","Sat Nov 19 13:21:46 GMT 2022","79","","Pessoa","","","","GET - Teste retorna lista com contatos sem passar idPessoa",""
"passed","Sat Nov 19 13:22:02 GMT 2022","Sat Nov 19 13:22:02 GMT 2022","79","","Contratos Pessoa","","","","Contrato - Validar contrato lista pessoas por pagina",""
"passed","Sat Nov 19 13:22:02 GMT 2022","Sat Nov 19 13:22:02 GMT 2022","106","","Contratos Pessoa","","","","Contrato - Validar contrato lista byname",""
"passed","Sat Nov 19 13:21:47 GMT 2022","Sat Nov 19 13:21:47 GMT 2022","177","","Pessoa","","","","PUT - Atualizar Pessoa Passando Id Inexistente Retorna Codigo 404",""
"failed","Sat Nov 19 13:21:29 GMT 2022","Sat Nov 19 13:21:33 GMT 2022","4217","","Pessoa","","","","GET - Teste listar relatorio ",""
"passed","Sat Nov 19 13:21:55 GMT 2022","Sat Nov 19 13:21:55 GMT 2022","111","","Contratos Pessoa","","","","Contrato - Validar contrato lista contato",""
"passed","Sat Nov 19 13:21:25 GMT 2022","Sat Nov 19 13:21:25 GMT 2022","336","","Endereco","","","","GET - Teste listar endereco por país",""
"passed","Sat Nov 19 13:21:46 GMT 2022","Sat Nov 19 13:21:46 GMT 2022","60","","Pessoa","","","","GET - Teste listar todas as pessoas ",""
"passed","Sat Nov 19 13:21:23 GMT 2022","Sat Nov 19 13:21:23 GMT 2022","293","","Contato","","","","PUT - Teste atualizar contato",""
"passed","Sat Nov 19 13:21:26 GMT 2022","Sat Nov 19 13:21:26 GMT 2022","291","","Endereco","","","","GET - Teste listar endereco por idPessoa",""
"failed","Sat Nov 19 13:21:58 GMT 2022","Sat Nov 19 13:21:58 GMT 2022","312","","Contratos Pessoa","","","","Contrato - Validar contrato lista endereco",""
"passed","Sat Nov 19 13:21:25 GMT 2022","Sat Nov 19 13:21:25 GMT 2022","301","","Endereco","","","","GET - Teste listar endereco por idEndereco",""
"passed","Sat Nov 19 13:21:22 GMT 2022","Sat Nov 19 13:21:23 GMT 2022","234","","Contato","","","","DELETE - Teste deletar contato",""
"passed","Sat Nov 19 13:21:28 GMT 2022","Sat Nov 19 13:21:28 GMT 2022","132","","Pessoa","","","","POST - Teste adicionar pessoa",""
